CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL,ENDERECO,LATITUDE,LONGITUDE
88153,RIO GRANDE,37,1180,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CLEMENTE PINTO,"RUA DOM PEDRO I, 444",-31.7645934,-52.3706721
88153,RIO GRANDE,163,1198,ESCOLA AURORA FERREIRA CADAVAL,VILA DO TAIM,,
88153,RIO GRANDE,37,1198,COLÉGIO SALESIANO LEÃO XIII,"RUA MARECHAL DEODORO, 628",-32.0310831,-52.1102786
88153,RIO GRANDE,163,1201,ESCOLA LILIA NEVES,"RUA TRAJANO LOPES, S/N",-32.0740412,-52.2589287
88153,RIO GRANDE,163,1210,ESCOLA MUNICIPAL BENTO GONÇALVES,VILA DA QUINTA,-31.3146953,-52.2329635
88153,RIO GRANDE,37,1228,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL NOSSA SENHORA MEDIANEIRA,"AVENIDA BUARQUE DE MACEDO, 259",-31.7661444,-52.3349308
88153,RIO GRANDE,163,1236,SALAO PAROQUIAL,QUINTA,-28.4083805,-54.9611473
88153,RIO GRANDE,37,1236,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL NOSSA SENHORA MEDIANEIRA,"AVENIDA DOMINGOS DE ALMEIDA, S/N",-31.7661444,-52.3349308
88153,RIO GRANDE,163,1244,ESCOLA MUNICIPAL ALTAMIR DE LACERDA,RUA RAUL PILLA 2099,-29.1590105,-51.1526815
88153,RIO GRANDE,163,1252,ESCOLA MUNICIPAL DE ENS. FUND. RUI POESTER PEIXOTO,"RUA QUINTINO BOCAIUVA, 324",-32.0551688,-52.1519634
88153,RIO GRANDE,163,1260,ESCOLA ESTADUAL ALMIRANTE TAMANDARE,"AV. DOS ARQUIPELAGOS, 111",-32.0100908,-52.0398173
88153,RIO GRANDE,37,1260,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL ALCIDES BARCELOS,,-28.731201,-52.841286
88153,RIO GRANDE,163,1279,ESCOLA MUNICIPAL SANTANA,"RUA COLOMBIA, 586",-30.069464,-51.1552765
88153,RIO GRANDE,37,1279,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VIRIATO CORREA,"RUA ALMIRANTE BARROSO, 433",-32.0350179,-52.0877165
88153,RIO GRANDE,163,1287,ESCOLA ESTADUAL GETULIO VARGAS,"RUA DOM BOSCO, S/N",-28.1303607,-53.5276806
88153,RIO GRANDE,163,1295,ESCOLA MUNICIPAL DOM PEDRO II,CORREDOR DO BOSQUE,-29.6618744,-52.2531757
88153,RIO GRANDE,37,1295,ESCOLA ESTADUAL DE ENSINO MÉDIO BRIGADEIRO JOSÉ DA SILVA PAES,"RUA ISNARD POESTER PEIXOTO, S/N",,
88153,RIO GRANDE,163,1309,ESCOLA MUNICIPAL ASSIS BRASIL,"AV. BELO BRUM, S/N",-29.5573646,-55.125957
88153,RIO GRANDE,163,1317,APOLINARIO PORTO ALEGRE,ILHA DA MARAMBAIA,-30.0397885,-51.2235579
88153,RIO GRANDE,163,1333,ESCOLA ARGEMIRO DIAS DE LIMA,VILA DA PALMA,-30.6887093,-54.1919224
88153,RIO GRANDE,37,1333,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL GUARDA MARINHA GREENHALGH,"RUA CRISTOVÃO JACQUES, S/N",-32.0428827,-52.0976004
88153,RIO GRANDE,163,1350,ESCOLA MUNICIPAL MATE AMARGO,"AV. ITALIA, 1352",-32.076887,-52.1531896
88153,RIO GRANDE,163,1376,ESCOLA ESTADUAL CARLOS LOREA PINTO,COHAB IV,-29.153106,-51.5030377
88153,RIO GRANDE,37,1376,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL CORONEL JUVÊNCIO LEMOS,"AVENIDA DOM PEDRO II, S/N",-28.0595448,-52.0077759
88153,RIO GRANDE,163,1384,CIEP,"RUA EDUARDO ARAUJO, 881",-28.1518685,-54.727708
88153,RIO GRANDE,37,1384,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL ERNESTO PEDROSO,"RUA DR. ANTÔNIO AUGUSTO BORGES MEDEIROS, S/N",,
88153,RIO GRANDE,163,1392,PENITENCIÁRIA ESTADUAL DE RIO GRANDE - PERG,BR 392 KM 15,-31.7934386,-52.3430145
88153,RIO GRANDE,37,1392,ESCOLA ESTADUAL DE ENSINO MÉDIO SILVA GAMA,"RUA ITAQUI, 400",-32.1778506,-52.1675101
88153,RIO GRANDE,37,1406,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL SALDANHA DA GAMA,"AVENIDA PRINCIPAL, S/N - 4 SECÇÃO DA BARRA",,
88153,RIO GRANDE,37,1414,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR MANOEL MARTINS MANO,"RUA ENGENHEIRO JOÃO KRAMER DE LIMA, S/N",-32.1075929,-52.1771216
88153,RIO GRANDE,37,1422,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRO CARLOS PEIXOTO PRIMO,"AVENIDA CASSINO, 1316 - QUERENCIA",-32.2097775,-52.1851292
88153,RIO GRANDE,37,1430,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL HUMBERTO DE CAMPOS,,-28.731201,-52.841286
88153,RIO GRANDE,37,1449,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ANA NERI,"RUA DONA ANA PERNIGOTTI, S/N",,
88153,RIO GRANDE,37,1457,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA WANDA ROCHA MARTINS,"RUA FERNANDO OSÓRIO, 201",-32.1786071,-52.1615516
88153,RIO GRANDE,37,1465,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOLORES GARCIA,"RUA DARCY CUNHA MATTOS, 387 - PQ GUANABARA",,
88153,RIO GRANDE,37,1473,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL RAMIZ GALVÃO,"RUA MANOEL JOSÉ, N. 26 - VILA MANGUEIRA",-32.0625981,-52.086985
88153,RIO GRANDE,37,1481,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ELIÉZER DE CARVALHO RIOS,"RUA ERECHIM, N. 15",-32.177008,-52.1468919
88153,RIO GRANDE,37,1490,ESCOLA MUNICIPAL DE ENSINO INFANTIL VOVÓ ZOQUINHA,"RUA JÚLIO DE CASTILHOS, S/N",-32.1813196,-52.1695021
88498,SANTA VITÓRIA DO PALMAR,43,1015,ESC. SAO CARLOS,"RUA CONRADO ALVES GUIMARAES, 132 - FONE 32631566",,
88498,SANTA VITÓRIA DO PALMAR,43,1023,ESC. EST. DE EDUC. BASICA MANOEL VICENTE DO AMARAL,"PRACA GETULIO VARGAS, 1467",,
88498,SANTA VITÓRIA DO PALMAR,43,1066,COLEGIO ESTADUAL SANTA VITORIA DO PALMAR,"RUA BARAO DO RIO BRANCO, 1186 - FONE 32631785",-33.5232965,-53.3606483
88498,SANTA VITÓRIA DO PALMAR,43,1082,CLUBE COMERCIAL,RUA BARAO DO RIO BRANCO 307 CENTRO,-33.5205039,-53.3697047
88498,SANTA VITÓRIA DO PALMAR,43,1090,ESC. EST. DE ENS. FUND. PROF. ABILIO AZAMBUJA,"RUA DR. JOÃO DE OLIVEIRA, 1697",,
88498,SANTA VITÓRIA DO PALMAR,43,1104,ESC.MUN. ENS. FUND. MARECHAL CASTELO BRANCO,RUA GENERAL OSORIO 2347,-33.5118875,-53.3604681
88498,SANTA VITÓRIA DO PALMAR,43,1120,ASSOCIACAO ATLETICA BANCO DO BRASIL,RUA DOS ANDRADAS 1778                  CENTRO,,
88498,SANTA VITÓRIA DO PALMAR,43,1155,GRUPO ESCOLAR WANDELINA NUNES,RUA CORONEL DE DEUS 1120,-33.5322546,-53.3790837
88498,SANTA VITÓRIA DO PALMAR,43,1180,ESC. MUN. ENS. FUND. ORIETE ISIDORA GARCIA,RUA CAMPOS NEUTRAIS 3244,,
88498,SANTA VITÓRIA DO PALMAR,43,1198,SALAO DA RAMADA,GRANJA DO SALSO - CANOA MIRIM,,
88498,SANTA VITÓRIA DO PALMAR,43,1228,ESC. MUN. ENS. FUND. PROF. OSCAR MACHADO,BR 471 KM 613,,
88498,SANTA VITÓRIA DO PALMAR,43,1244,ESC. MUN. ENS. FUND. BERNARDO ARRIADA,BR 471 KM 148,-33.5281172,-53.3429928
88498,SANTA VITÓRIA DO PALMAR,43,1287,ESC. MUN. ENS. FUND.JOSE BERNARDINO DE SOUZA CASTRO,BARRA DO CHUI,-33.7366253,-53.3723237
88498,SANTA VITÓRIA DO PALMAR,43,1295,ESC. MUN. ENS. FUND. COL. ALVARO AUGUSTO DE CARVALHO,PRAIA DO HERMENEGILDO - FONE 32642112,,
88498,SANTA VITÓRIA DO PALMAR,43,1317,ESC. MUN. ENS. FUND. GETULIO VARGAS,"AV. GETULIO VARGAS , 06",-33.5217983,-53.3735774
88498,SANTA VITÓRIA DO PALMAR,43,1325,ESC. MUN. ENS. FUND.FRANCISCO OSVALDO ANSELMI,"RUA FLORENCIO DO AMARAL, S/N - FONE 32638048",,
88498,SANTA VITÓRIA DO PALMAR,43,1341,ESC. MUN. ENS. FUND. OSMARINO DE OLIVEIRA TERRA,"RUA TREOLINO DA COSTA SOARES, N 40",,
88498,SANTA VITÓRIA DO PALMAR,43,1350,ESCOLA ARESMI TAVARES,RUA GAL. CANABARRO 20-A - FONE 32633196,,
88498,SANTA VITÓRIA DO PALMAR,43,1368,(APAE) CRAEE,RUA DOM DIOGO DE SOUZA,-33.5159319,-53.3726328
88498,SANTA VITÓRIA DO PALMAR,43,1376,EMEI DONATOS,"RUA SAO MIGUEL, N. 2235",-33.5158525,-53.3582537
88498,SANTA VITÓRIA DO PALMAR,43,1384,EMEF PROFESSORA MARIA RAMIS,RUA PALMAR S/N,-33.51339,-53.3551757
88498,SANTA VITÓRIA DO PALMAR,43,1406,EMEF BRASILINO PATELLA,CANOA MIRIM,-33.0564613,-53.3203814
88730,SÃO JOSÉ DO NORTE,130,1015,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL  MARQUES DE SOUZA,"RUA MARECHAL FLORIANO, N 162",-32.0121386,-52.0390586
88730,SÃO JOSÉ DO NORTE,130,1023,POSTO DE SAUDE ESTADUAL,,-32.0046322,-52.0432373
88730,SÃO JOSÉ DO NORTE,130,1031,CÍRCULO OPERÁRIO NORTENSE,RUA GENERAL OSÓRIO N 101,-32.0122461,-52.0375907
88730,SÃO JOSÉ DO NORTE,130,1040,SEDE DO SPORT CLUB BARRENSE,POVOACAO DA BARRA,,
88730,SÃO JOSÉ DO NORTE,130,1058,SALAO DA IRMANDADE NOSSA SENHORA DA BOA VIAGEM,POVOACAO DA BARRA,,
88730,SÃO JOSÉ DO NORTE,130,1066,SALÃO PAROQUIAL DA  IRMANDADE MENINO DEUS DA CAPELA,RETOVADO,-31.9021114,-51.9438926
88730,SÃO JOSÉ DO NORTE,130,1090,SALÃO DA IGREJA  EVANGÉLICA  ASSEMBLÉIA DE DEUS,ESTRADA VELHA - SÃO CAETANO,,
88730,SÃO JOSÉ DO NORTE,130,1104,SALÃO PAROQUIAL DE SÃO CAETANO,ESTRADA VELHA - SAO CAETANO,,
88730,SÃO JOSÉ DO NORTE,130,1112,SALÃO NOSSA SENHORA DA CONCEIÇÃO,VILA DO ESTREITO,-31.8253829,-51.7427494
88730,SÃO JOSÉ DO NORTE,130,1120,ESCOLA MUNICIPAL PADRE EUGENIO TICK,VILA DO ESTREITO,-31.8253829,-51.7427494
88730,SÃO JOSÉ DO NORTE,130,1147,ESCOLA MUNICIPAL CENTRO DE DEMONSTRAÇÕES,CAPÃO DO MEIO,,
88730,SÃO JOSÉ DO NORTE,130,1155,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL CAPITÃO LUIZ DA SILVA FERREIRA,BUJURU,-31.6321612,-51.4178699
88730,SÃO JOSÉ DO NORTE,130,1163,CENTRO EDUCACIONAL DE BUJURU,,-32.0046322,-52.0432373
88730,SÃO JOSÉ DO NORTE,130,1180,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CORONEL ANTÔNIO SOARES DE PAIVA,"RUA ARAGÃO BOZANO, N. 632",-32.0096538,-52.0415536
88730,SÃO JOSÉ DO NORTE,130,1198,CLUBE RECREATIVO E CULTURAL  SÓCRATES,RUA RAMIRO BARCELOS S/N,-32.0053204,-52.043066
88730,SÃO JOSÉ DO NORTE,130,1201,INSTITUTO ESTADUAL DE EDUCAÇÃO  SAO JOSÉ,"RUA RAMIRO BARCELOS, 874",-32.0100908,-52.0398173
88730,SÃO JOSÉ DO NORTE,130,1210,ESCOLA MUNICIPAL DOM FREDERICO DE DONET,VILA DO BARRANCO,,
88730,SÃO JOSÉ DO NORTE,130,1228,ESCOLA ESTADUAL SILVERIO DA COSTA NOVO,5 SECAO DA BARRA,,
88730,SÃO JOSÉ DO NORTE,130,1236,SALAO PAROQUIAL E ASSISTENCIAL PADRE EUGENIO TICK,RUA MARCILIO DIAS S/N,-32.0149323,-52.042619
88730,SÃO JOSÉ DO NORTE,130,1244,ESCOLA MUNICIPAL DELFINA DA CUNHA,PONTAL DA BARRA,-32.1527546,-52.0808945
88730,SÃO JOSÉ DO NORTE,130,1260,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ROGÉRIO ATHAYDE SARAIVA,VILA DA VÁRZEA,,
88730,SÃO JOSÉ DO NORTE,130,1279,SALÃO DA COMUNIDADE NOSSA SENHORA  APARECIDA,CAPÃO DA  AREIA,-31.5125343,-51.2730016
88730,SÃO JOSÉ DO NORTE,130,1295,SEDE DO ESPORTE CLUBE CAPIVARENSE,VILA DAS CAPIVARAS,,
88730,SÃO JOSÉ DO NORTE,130,1309,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VICTAL OTTO GLAESER,VILA DO PASSINHO,,
88730,SÃO JOSÉ DO NORTE,130,1317,ESCOLA MUNICIPAL GENERAL ANDREA,ESTRADA DEBAIXO - DIVISA,,
88730,SÃO JOSÉ DO NORTE,130,1325,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,ORIENTE,,
88730,SÃO JOSÉ DO NORTE,130,1333,IGREJA  EVANGÉLICA  ASSEMBLÉIA DE DEUS,BR 101 - CURRAL VELHO,-31.5525868,-51.3367067
88730,SÃO JOSÉ DO NORTE,130,1341,SEDE DO GRÊMIO ESPORTIVO COCURUTO,VILA DO COCURUTO,,
88730,SÃO JOSÉ DO NORTE,130,1368,SALÃO PAROQUIAL DO TURPIM,BR 101 - TURPIM,,
88730,SÃO JOSÉ DO NORTE,130,1376,IGREJA EVANGÉLICA BATISTA,BR 101 - RETOVADO,-31.9021114,-51.9438926
88730,SÃO JOSÉ DO NORTE,130,1392,ESCOLA COMUNITÁRIA  -SARAIVA,BR 101 - SARAIVA,-31.8705843,-51.8207134
88730,SÃO JOSÉ DO NORTE,130,1430,SEDE SOCIAL DO LIBERAL FOOT-BALL CLUB,RUA 16 DE JULHO                        CENTRO                278,,
88730,SÃO JOSÉ DO NORTE,130,1465,SALÃO COMUNITÁRIO SAGRADA FAMÍLIA,GRAVATÁ,-31.800716,-51.6651508
88730,SÃO JOSÉ DO NORTE,130,1473,ESCOLA MUNICIPAL MARECHAL RONDON,"RUA RAMIRO BARCELOS, N. 1658",-32.0053204,-52.043066
88730,SÃO JOSÉ DO NORTE,130,1481,CAIC-CENTRO DE ATENDIMENTO E INTEGRACAO A CRIANÇA,"RUA DR. FERNANDO DUPRAT,  N. 700",,
88730,SÃO JOSÉ DO NORTE,130,1490,COLÔNIA DE PESCADORES Z-2,"RUA GENERAL OSORIO,  ESQUINA MARECHAL DEODORO",,
88730,SÃO JOSÉ DO NORTE,130,1503,A.P.A.E.,"RUA 16 DE JULHO, 130",-32.0160464,-52.0416693
88730,SÃO JOSÉ DO NORTE,130,1511,SEDE DO ESPORTE CLUBE OLARIA,"OLARIA, TESOUREIRO",,
88730,SÃO JOSÉ DO NORTE,130,1520,SALAO PAROQUIAL DA IGREJA SANTA RITA,"RUA EDEGARDO PEREIRA VELHO, S/N",,
88730,SÃO JOSÉ DO NORTE,130,1538,SEDE SOCIAL DO ESPORTE CLUBE FORTALEZA,"ESTRADA VELHA - SAO CAETANO, 2 DISTRITO",,
88730,SÃO JOSÉ DO NORTE,130,1546,CAPACITA  MULHER - ANTIGO CADASTRO ÚNICO NA PROGASA,"EDGARDO PEREIRA VELHO, S/N",,
88730,SÃO JOSÉ DO NORTE,130,1554,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MONTEIRO LOBATO,"RUA DA USINA, S/N.",-32.0217336,-52.0388996
88790,SÃO LOURENÇO DO SUL,80,1015,COMUNIDADE CATÓLICA SÃO JOSÉ,AV CORONEL NONÔ CENTENO,,
88790,SÃO LOURENÇO DO SUL,80,1023,ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL RECANTO FELIZ,"RUA SÃO JOÃO, 625",-31.3731834,-51.9662592
88790,SÃO LOURENÇO DO SUL,80,1031,COMUNIDADE CATÓLICA NOSSA SENHORA APARECIDA,RUA PROFESSORA IZOLINA PASSOS N 1820,,
88790,SÃO LOURENÇO DO SUL,80,1040,INSTITUTO ESTADUAL DE EDUCAÇÃO DR WALTER THOFERHN,AV MARECHAL FLORIANO PEIXOTO N 1109,-31.3707623,-51.9921168
88790,SÃO LOURENÇO DO SUL,80,1058,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL MONSENHOR GAUTSCH,RUA DUQUE DE CAXIAS N 635,-31.3667272,-51.970589
88790,SÃO LOURENÇO DO SUL,80,1066,COMUNIDADE EVANGÉLICA CONFISSÃO LUTERANA SÃO LÇO SUL (SALÃO 3 DE MAIO),RUA DR PIO FERREIRA N 355,-31.3669353,-51.9806172
88790,SÃO LOURENÇO DO SUL,80,1082,ESCOLA ESTADUAL DE ENSINO MÉDIO CRUZEIRO DO SUL,"RUA XV DE NOVEMBRO, 398",,
88790,SÃO LOURENÇO DO SUL,80,1104,CLUBE COMERCIAL DE SÃO LOURENÇO DO SUL,"RUA ALFREDO BORN, 294",-31.3664498,-51.9796691
88790,SÃO LOURENÇO DO SUL,80,1112,PARÓQUIA SÃO LOURENÇO (SALÃO PAROQUIAL MATRIZ DE SÃO LOURENÇO DO SUL),RUA ALMIRANTE ABREU N 317,-31.3654442,-51.9782266
88790,SÃO LOURENÇO DO SUL,80,1120,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL PE JOSE HERBST,AV MARECHAL FLORIANO PEIXOTO N 1686,-31.3707623,-51.9921168
88790,SÃO LOURENÇO DO SUL,80,1139,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL TIA MARGARIDA,RUA MARECHAL FLORIANO PEIXOTO N 2777,,
88790,SÃO LOURENÇO DO SUL,80,1147,COMUNIDADE CATÓLICA NOSSA SENHORA DE FÁTIMA,RUA SANTA CRUZ N 267,-31.369604,-51.9860881
88790,SÃO LOURENÇO DO SUL,80,1155,ASSOCIAÇÃO DOS MORADORES DO BOQUEIRÃO (ANTIGA SOC. RECR. XV NOVEMBRO),BOQUEIRÃO 1 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1163,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PE MAXIMILIANO STRAUSS,BOQUEIRÃO 1 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1171,ESCOLA MUNICIPAL SADI HAMMES,COQUEIRO 5 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1180,COMUNIDADE SÃO JOÃO DE FORTALEZA,FORTALEZA,,
88790,SÃO LOURENÇO DO SUL,80,1198,COMUNIDADE EVANGÉLICA SÃO MARCOS,RINCÃO DOS AZEVEDOS 1 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1201,COMUNIDADE EVANGÉLICA SÃO PEDRO DE SANTA IZABEL,SANTA IZABEL,,
88790,SÃO LOURENÇO DO SUL,80,1210,COMUNIDADE EVANGÉLICA DE BUTIÁ,BUTIA 1 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1236,COMUNIDADE EVANGÉLICA SÃO JOÃO,SITIO 1 DISTRITO,-29.6692045,-51.1472794
88790,SÃO LOURENÇO DO SUL,80,1244,ESCOLA MUNICIPAL DE ENSINO FUND. RODOLFO KRUGER,CANTA GALO 7 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1252,ASSOCIACÃO DOS TRABALHADORES RURAIS,CAMPOS QUEVEDOS 7 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1295,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARTINHO LUTERO,SANTA AUGUSTA,-31.2532018,-52.3919341
88790,SÃO LOURENÇO DO SUL,80,1333,COMUNIDADE SÃO MATEUS,PINHEIROS 3 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1368,SALÃO WALMIRO GEPPERT,PINHEIROS 7 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1376,COMUNIDADE CRISTO REDENTOR,SANTA TEREZA 3 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1384,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GERMANO HÜBNER,SANTA TEREZA 3 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1392,SALÃO DA PARÓQUIA BARRANCOS,BOA ESPERANÇA 3 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1406,COMUNIDADE EVANGÉLICA LUTERANA SÃO PEDRO DE BOM JESUS,BOM JESUS,-31.288046,-52.292331
88790,SÃO LOURENÇO DO SUL,80,1414,COMUNIDADE EVANGÉLICA SÃO JOÃO,BOM JESUS 4 DISTRITO,-29.6692045,-51.1472794
88790,SÃO LOURENÇO DO SUL,80,1422,COMUNIDADE EVANGÉLICA INDEPENDENTE SÃO PAULO DE TAQUARAL,TAQUARAL,-31.2702741,-52.4030861
88790,SÃO LOURENÇO DO SUL,80,1430,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL FRANCISCO FROMMING,HARMONIA 4 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1449,COMUNIDADE EVANGÉLICA HARMONIA II,HARMONIA 4 DISTRITO,,
88790,SÃO LOURENÇO DO SUL,80,1457,COMUNIDADE EVANGÉLICA PICADA DAS ANTAS,PICADA DAS ANTAS,-31.3348257,-52.2062411
88790,SÃO LOURENÇO DO SUL,80,1465,COMUNIDADE EVANGÉLICA SÃO PEDRO DE HARMONIA,PICADA HARMONIA,-31.3348257,-52.2062411
88790,SÃO LOURENÇO DO SUL,80,1481,SALÃO DA COMUNIDADE EVANGÉLICA DE SANTANA,SANTANA,-31.3620706,-52.1975948
88790,SÃO LOURENÇO DO SUL,80,1490,SALÃO DA COMUNIDADE SÃO LUCAS,SESMARIA,-31.3595449,-52.2449844
88790,SÃO LOURENÇO DO SUL,80,1503,COMUNIDADE LUTERANA EVANGÉLICA EVARISTO I,EVARISTO,-31.1229143,-52.1203982
88790,SÃO LOURENÇO DO SUL,80,1538,COMUNIDADE EVANGÉLICA 3 DE JULHO,PRADO NOVO,-31.1816912,-51.9087638
88790,SÃO LOURENÇO DO SUL,80,1562,ESCOLA ESTADUAL DE ENSINO MÉDIO PROFESSOR RODOLFO BERSCH,BOA VISTA,-31.2424271,-52.1983419
88790,SÃO LOURENÇO DO SUL,80,1570,COMUNIDADE EVANGÉLICA CRISTO SALVADOR DE GUSMÃO,PICADA GUSMÃO,-31.1921412,-52.1835607
88790,SÃO LOURENÇO DO SUL,80,1589,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SÃO JOÃO,RESERVA,-31.297447,-52.156713
88790,SÃO LOURENÇO DO SUL,80,1597,COMUNIDADE CATÓLICA SAO JOÃO BATISTA DA RESERVA,RESERVA,-31.297447,-52.156713
88790,SÃO LOURENÇO DO SUL,80,1600,"SALÃO DA COMUNIDADE CRISTO, CAMINHO, VERDADE E VIDA",PICADA FORMOSA,,
88790,SÃO LOURENÇO DO SUL,80,1619,COMUNIDADE CATÓLICA JESUS DE NAZARÉ,COSTA DE ARROIO GRANDE,,
88790,SÃO LOURENÇO DO SUL,80,1635,COMUNIDADE EVANGÉLICA SÃO PAULO,QUEVEDOS,-31.2329998,-52.2721499
88790,SÃO LOURENÇO DO SUL,80,1643,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROF. ISOLINA PASSOS,RUA TEODORO POREPP N 663,-31.3461722,-52.0013623
88790,SÃO LOURENÇO DO SUL,80,1660,COMUNIDADE EVANGÉLICA FELIZ,PICADA FELIZ,,
88790,SÃO LOURENÇO DO SUL,80,1678,ESCOLA MUNICIPAL JOSÉ  BALTAZAR MORRAIN,PICADA SABAO,,
88790,SÃO LOURENÇO DO SUL,80,1686,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CASTRO ALVES,RUA TIRADENTES N 127,-31.345242,-51.9931734
88790,SÃO LOURENÇO DO SUL,80,1694,COMUNIDADE CATÓLICA NOSSA SENHORA DOS NAVEGANTES,RUA DUQUE DE CAXIAS N 81,-31.3667272,-51.970589
88790,SÃO LOURENÇO DO SUL,80,1708,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL VICENTE DI TOLLA,RUA OSVALDO CRUZ N 211,-31.3717088,-51.9938124
88790,SÃO LOURENÇO DO SUL,80,1716,ESCOLA DE ENSINO FUNDAMENTAL NOSSA SENHORA ESTRELA DO MAR,RUA JULIO DE CASTILHOS N 1568,-31.3735114,-51.9958165
88790,SÃO LOURENÇO DO SUL,80,1724,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LUIZ ANTONIO DE ABREU MORAES,RUA DOM PEDRO II N 177,-31.3646495,-51.9893505
88790,SÃO LOURENÇO DO SUL,80,1732,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MACHADO DE ASSIS,"RUA BORGES DE MEDEIROS, 2021",-31.3583757,-51.9644029
88790,SÃO LOURENÇO DO SUL,80,1740,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROF. ARMANDO DAS NEVES,"RUA SEPÉ TIARAJU, 883",-31.363696,-51.9663113
88790,SÃO LOURENÇO DO SUL,80,1759,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFA. MARINA VARGAS,"AV. CORONEL NONO CENTENO, 933",,
88501,TURUÇU,60,1015,GRUPO ESCOLAR DR. URBANO GARCIA,RUA ARTHUR LANGE S/N,,
88501,TURUÇU,60,1031,COMUNIDADE EVANGÉLICA SÃO JOÃO DE TURUÇU,COLÔNIA SÃO JOÃO,,
88501,TURUÇU,60,1040,SALÃO LEOMAR GEHLING,COLÔNIA SÃO JOSÉ S/N,-31.4300799,-52.2948384
88501,TURUÇU,60,1058,VAREJÃO COLONIAL,COLÔNIA CORRIENTES S/N,-31.4384202,-52.1931865
89532,VACARIA,58,1023,CLUBE GUARANI,TRAVESSA DONA LAURA 47,-28.479101,-50.9126601
89532,VACARIA,58,1031,ANTIGO COLÉGIO SÃO FRANCISCO (CENTRO SOC. DOM ORLANDO DOTTI),"RUA RAMIRO BARCELOS, 1934",-28.5118476,-50.9392745
89532,VACARIA,58,1040,ANTIGO COLÉGIO SÃO JOSÉ - COLÉGIO BOM JESUS,"RUA PINHEIRO MACHADO, 332",-28.4990709,-50.9351054
89532,VACARIA,58,1058,ESCOLA ESPECIAL APAE,"RUA GENERAL OSÓRIO, 80",-28.4968674,-50.9351068
89532,VACARIA,58,1066,INSTITUTO ESTADUAL DE EDUCAÇÃO IRMÃO GETULIO,"RUA 3 DE DEZEMBRO, 75",-28.5042349,-50.9305563
